CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV
0.00632,18.0,2.31,0.0,0.5379999999999999,6.575,65.2,4.09,1.0,296.0,15.3,4.98,24.0
0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,242.0,17.8,9.14,21.6
0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,242.0,17.8,4.03,34.7
0.032369999999999996,0.0,2.18,0.0,0.45799999999999996,6.997999999999999,45.8,6.0622,3.0,222.0,18.7,2.94,33.4
0.06905,0.0,2.18,0.0,0.45799999999999996,7.147,54.2,6.0622,3.0,222.0,18.7,5.33,36.2
0.02985,0.0,2.18,0.0,0.45799999999999996,6.43,58.7,6.0622,3.0,222.0,18.7,5.21,28.7
0.08829,12.5,7.87,0.0,0.524,6.0120000000000005,66.6,5.5605,5.0,311.0,15.2,12.43,22.9
0.14455,12.5,7.87,0.0,0.524,6.172000000000001,96.1,5.9505,5.0,311.0,15.2,19.15,27.1
0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,29.93,16.5
0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,311.0,15.2,17.1,18.9
0.22489,12.5,7.87,0.0,0.524,6.377000000000001,94.3,6.3467,5.0,311.0,15.2,20.45,15.0
0.11747,12.5,7.87,0.0,0.524,6.0089999999999995,82.9,6.2267,5.0,311.0,15.2,13.27,18.9
0.09378,12.5,7.87,0.0,0.524,5.888999999999999,39.0,5.4509,5.0,311.0,15.2,15.71,21.7
0.62976,0.0,8.14,0.0,0.5379999999999999,5.949,61.8,4.7075,4.0,307.0,21.0,8.26,20.4
0.6379600000000001,0.0,8.14,0.0,0.5379999999999999,6.096,84.5,4.4619,4.0,307.0,21.0,10.26,18.2
0.62739,0.0,8.14,0.0,0.5379999999999999,5.834,56.5,4.4986,4.0,307.0,21.0,8.47,19.9
1.05393,0.0,8.14,0.0,0.5379999999999999,5.935,29.3,4.4986,4.0,307.0,21.0,6.58,23.1
0.7842,0.0,8.14,0.0,0.5379999999999999,5.99,81.7,4.2579,4.0,307.0,21.0,14.67,17.5
0.80271,0.0,8.14,0.0,0.5379999999999999,5.456,36.6,3.7965,4.0,307.0,21.0,11.69,20.2
0.7258,0.0,8.14,0.0,0.5379999999999999,5.727,69.5,3.7965,4.0,307.0,21.0,11.28,18.2
1.25179,0.0,8.14,0.0,0.5379999999999999,5.57,98.1,3.7979,4.0,307.0,21.0,21.02,13.6
0.8520399999999999,0.0,8.14,0.0,0.5379999999999999,5.965,89.2,4.0123,4.0,307.0,21.0,13.83,19.6
1.2324700000000002,0.0,8.14,0.0,0.5379999999999999,6.142,91.7,3.9769,4.0,307.0,21.0,18.72,15.2
0.9884299999999999,0.0,8.14,0.0,0.5379999999999999,5.813,100.0,4.0952,4.0,307.0,21.0,19.88,14.5
0.75026,0.0,8.14,0.0,0.5379999999999999,5.9239999999999995,94.1,4.3996,4.0,307.0,21.0,16.3,15.6
0.84054,0.0,8.14,0.0,0.5379999999999999,5.599,85.7,4.4546,4.0,307.0,21.0,16.51,13.9
0.67191,0.0,8.14,0.0,0.5379999999999999,5.813,90.3,4.6819999999999995,4.0,307.0,21.0,14.81,16.6
0.9557700000000001,0.0,8.14,0.0,0.5379999999999999,6.047000000000001,88.8,4.4534,4.0,307.0,21.0,17.28,14.8
0.77299,0.0,8.14,0.0,0.5379999999999999,6.495,94.4,4.4547,4.0,307.0,21.0,12.8,18.4
1.00245,0.0,8.14,0.0,0.5379999999999999,6.6739999999999995,87.3,4.239,4.0,307.0,21.0,11.98,21.0
1.13081,0.0,8.14,0.0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4.0,307.0,21.0,22.6,12.7
1.3547200000000001,0.0,8.14,0.0,0.5379999999999999,6.072,100.0,4.175,4.0,307.0,21.0,13.04,14.5
1.38799,0.0,8.14,0.0,0.5379999999999999,5.95,82.0,3.99,4.0,307.0,21.0,27.71,13.2
1.15172,0.0,8.14,0.0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4.0,307.0,21.0,18.35,13.1
1.6128200000000001,0.0,8.14,0.0,0.5379999999999999,6.096,96.9,3.7598,4.0,307.0,21.0,20.34,13.5
0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,5.0,279.0,19.2,9.68,18.9
0.09744,0.0,5.96,0.0,0.499,5.841,61.4,3.3779,5.0,279.0,19.2,11.41,20.0
0.08014,0.0,5.96,0.0,0.499,5.85,41.5,3.9342,5.0,279.0,19.2,8.77,21.0
0.17505,0.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,279.0,19.2,10.13,24.7
0.027630000000000002,75.0,2.95,0.0,0.428,6.595,21.8,5.4011,3.0,252.0,18.3,4.32,30.8
0.033589999999999995,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,252.0,18.3,1.98,34.9
0.12744,0.0,6.91,0.0,0.44799999999999995,6.77,2.9,5.7209,3.0,233.0,17.9,4.84,26.6
0.1415,0.0,6.91,0.0,0.44799999999999995,6.169,6.6,5.7209,3.0,233.0,17.9,5.81,25.3
0.15936,0.0,6.91,0.0,0.44799999999999995,6.211,6.5,5.7209,3.0,233.0,17.9,7.44,24.7
0.12269000000000001,0.0,6.91,0.0,0.44799999999999995,6.069,40.0,5.7209,3.0,233.0,17.9,9.55,21.2
0.17142000000000002,0.0,6.91,0.0,0.44799999999999995,5.682,33.8,5.1004,3.0,233.0,17.9,10.21,19.3
0.18836,0.0,6.91,0.0,0.44799999999999995,5.7860000000000005,33.3,5.1004,3.0,233.0,17.9,14.15,20.0
0.22926999999999997,0.0,6.91,0.0,0.44799999999999995,6.03,85.5,5.6894,3.0,233.0,17.9,18.8,16.6
0.25387,0.0,6.91,0.0,0.44799999999999995,5.399,95.3,5.87,3.0,233.0,17.9,30.81,14.4
0.21977,0.0,6.91,0.0,0.44799999999999995,5.602,62.0,6.0877,3.0,233.0,17.9,16.2,19.4
0.08872999999999999,21.0,5.64,0.0,0.439,5.962999999999999,45.7,6.8147,4.0,243.0,16.8,13.45,19.7
0.04337,21.0,5.64,0.0,0.439,6.115,63.0,6.8147,4.0,243.0,16.8,9.43,20.5
0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,243.0,16.8,5.28,25.0
0.04981,21.0,5.64,0.0,0.439,5.997999999999999,21.4,6.8147,4.0,243.0,16.8,8.43,23.4
0.0136,75.0,4.0,0.0,0.41,5.888,47.6,7.3197,3.0,469.0,21.1,14.8,18.9
0.01311,90.0,1.22,0.0,0.40299999999999997,7.249,21.9,8.6966,5.0,226.0,17.9,4.81,35.4
0.02055,85.0,0.74,0.0,0.41,6.382999999999999,35.7,9.1876,2.0,313.0,17.3,5.77,24.7
0.01432,100.0,1.32,0.0,0.41100000000000003,6.816,40.5,8.3248,5.0,256.0,15.1,3.95,31.6
0.15445,25.0,5.13,0.0,0.45299999999999996,6.145,29.2,7.8148,8.0,284.0,19.7,6.86,23.3
0.10328,25.0,5.13,0.0,0.45299999999999996,5.9270000000000005,47.2,6.932,8.0,284.0,19.7,9.22,19.6
0.14932,25.0,5.13,0.0,0.45299999999999996,5.7410000000000005,66.2,7.2254,8.0,284.0,19.7,13.15,18.7
0.17171,25.0,5.13,0.0,0.45299999999999996,5.966,93.4,6.8185,8.0,284.0,19.7,14.44,16.0
0.11027,25.0,5.13,0.0,0.45299999999999996,6.456,67.8,7.2255,8.0,284.0,19.7,6.73,22.2
0.1265,25.0,5.13,0.0,0.45299999999999996,6.7620000000000005,43.4,7.9809,8.0,284.0,19.7,9.5,25.0
0.01951,17.5,1.38,0.0,0.4161,7.104,59.5,9.2229,3.0,216.0,18.6,8.05,33.0
0.03584,80.0,3.37,0.0,0.39799999999999996,6.29,17.8,6.6115,4.0,337.0,16.1,4.67,23.5
0.043789999999999996,80.0,3.37,0.0,0.39799999999999996,5.787000000000001,31.1,6.6115,4.0,337.0,16.1,10.24,19.4
0.05789,12.5,6.07,0.0,0.409,5.877999999999999,21.4,6.497999999999999,4.0,345.0,18.9,8.1,22.0
0.13554000000000002,12.5,6.07,0.0,0.409,5.593999999999999,36.8,6.497999999999999,4.0,345.0,18.9,13.09,17.4
0.12816,12.5,6.07,0.0,0.409,5.885,33.0,6.497999999999999,4.0,345.0,18.9,8.79,20.9
0.08826,0.0,10.81,0.0,0.413,6.417000000000001,6.6,5.2873,4.0,305.0,19.2,6.72,24.2
0.15875999999999998,0.0,10.81,0.0,0.413,5.961,17.5,5.2873,4.0,305.0,19.2,9.88,21.7
0.09164,0.0,10.81,0.0,0.413,6.065,7.8,5.2873,4.0,305.0,19.2,5.52,22.8
0.19539,0.0,10.81,0.0,0.413,6.245,6.2,5.2873,4.0,305.0,19.2,7.54,23.4
0.07896,0.0,12.83,0.0,0.43700000000000006,6.273,6.0,4.2515,5.0,398.0,18.7,6.78,24.1
0.09512000000000001,0.0,12.83,0.0,0.43700000000000006,6.2860000000000005,45.0,4.5026,5.0,398.0,18.7,8.94,21.4
0.10153,0.0,12.83,0.0,0.43700000000000006,6.279,74.5,4.0522,5.0,398.0,18.7,11.97,20.0
0.08707000000000001,0.0,12.83,0.0,0.43700000000000006,6.14,45.8,4.0905,5.0,398.0,18.7,10.27,20.8
0.05646,0.0,12.83,0.0,0.43700000000000006,6.232,53.7,5.0141,5.0,398.0,18.7,12.34,21.2
0.08387,0.0,12.83,0.0,0.43700000000000006,5.874,36.6,4.5026,5.0,398.0,18.7,9.1,20.3
0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,4.0,281.0,19.0,5.29,28.0
0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,4.0,281.0,19.0,7.22,23.9
0.03659,25.0,4.86,0.0,0.426,6.3020000000000005,32.2,5.4007,4.0,281.0,19.0,6.72,24.8
