"id","neighbourhood","city","state","zipcode","property_type","room_type","bedrooms","price","last_review","review_scores_rating","review_scores_value","reviews_per_month","availability_30","availability_365"
"7308567","Queen Anne","Seattle","WA","98119","Apartment","Entire home/apt","1","$150.00 ",2017-12-31T00:00:00.0000000,"98","10","3.35","8","339"
"8515408","Queen Anne","Seattle","WA","98119","Bungalow","Entire home/apt","0","$110.00 ",2017-12-31T00:00:00.0000000,"100","10","1.06","30","89"
"3766866","Ballard","Seattle","WA","98107","Condominium","Entire home/apt","1","$145.00 ",2017-12-31T00:00:00.0000000,"97","9","0.82","29","88"
"9694921","Queen Anne","Seattle","WA","98109","House","Entire home/apt","3","$196.00 ",2017-12-31T00:00:00.0000000,"100","10","1","5","47"
"4026757","Wallingford","Seattle","WA","98103","House","Private room","1","$55.00 ",2017-12-31T00:00:00.0000000,"97","10","5.38","30","365"
"1428687","Wallingford","Seattle","WA","98103","Apartment","Entire home/apt","1","$135.00 ",2017-12-31T00:00:00.0000000,"99","10","1.12","27","355"
"4047058","Wallingford","Seattle","WA","98103","House","Private room","1","$55.00 ",2017-12-31T00:00:00.0000000,"95","10","3.08","26","339"
"7971334","Minor","Seattle","WA","98122","House","Private room","1","$129.00 ",2017-12-31T00:00:00.0000000,"88","9","6.22","30","365"
"4271221","Madrona","Seattle","WA","98122","House","Private room","1","$80.00 ",2017-12-31T00:00:00.0000000,"97","10","5.35","27","360"
"565703","Minor","Seattle","WA","98112","Apartment","Entire home/apt","2","$128.00 ",2017-12-31T00:00:00.0000000,"92","9","4.67","14","334"
"8616606","Leschi","Seattle","WA","98144","House","Entire home/apt","2","$105.00 ",2017-12-31T00:00:00.0000000,"97","10","5","20","347"
"4468524","Leschi","Seattle","WA","98122","House","Private room","1","$44.00 ",2017-12-31T00:00:00.0000000,"99","10","3.09","18","353"
"5060388","Atlantic","Seattle","WA","98144","Cabin","Entire home/apt","0","$95.00 ",2017-12-31T00:00:00.0000000,"97","10","4.79","0","203"
"9706229","Pike Place Market","Seattle","WA","98101","Apartment","Entire home/apt","0","$179.00 ",2017-12-31T00:00:00.0000000,"87","9","6","22","354"
"8212989","Pike Place Market","Seattle","WA","98101","Dorm","Shared room","1","$41.00 ",2017-12-31T00:00:00.0000000,"87","10","2.57","0","84"
"9294683","Pike Place Market","Seattle","WA","98101","Apartment","Entire home/apt","1","$157.00 ",2017-12-31T00:00:00.0000000,"99","10","7.78","13","77"
"7438635","South Lake Union","Seattle","WA","98109","Apartment","Private room","1","$220.00 ",2017-12-31T00:00:00.0000000,"100","10","2.4","4","302"
"5031383","International District","Seattle","WA","98104","Other","Shared room","1","$40.00 ",2017-12-31T00:00:00.0000000,"94","9","3.7","25","360"
"2955782","Central Business District","Seattle","WA","98101","Apartment","Entire home/apt","1","$135.00 ",2017-12-31T00:00:00.0000000,"96","9","3.77","18","322"
"1815304","First Hill","Seattle","WA","98101","Apartment","Private room","1","$79.00 ",2017-12-31T00:00:00.0000000,"91","9","5.29","13","324"
"9061868","First Hill","Seattle","WA","98101","Condominium","Entire home/apt","2","$169.00 ",2017-12-31T00:00:00.0000000,"90","9","2","8","139"
"8194782","Alki","Seattle","WA","98116","Apartment","Entire home/apt","1","$100.00 ",2017-12-31T00:00:00.0000000,"100","10","1.84","20","169"
"17951","The Junction","Seattle","WA","98136","Apartment","Entire home/apt","","$95.00 ",2017-12-31T00:00:00.0000000,"94","10","0.31","30","307"
"6079131","The Junction","Seattle","WA","98126","Apartment","Entire home/apt","0","$88.00 ",2017-12-31T00:00:00.0000000,"97","10","3.72","18","353"
"4910140","Genesee","Seattle","WA","98116","House","Private room","1","$39.00 ",2017-12-31T00:00:00.0000000,"98","10","1.89","2","337"
"4111954","Greenwood","Phinney Ridge Seattle","WA","98103","Apartment","Entire home/apt","1","$60.00 ",2017-12-31T00:00:00.0000000,"95","9","0.82","13","15"
"5056580","North Beacon Hill","Seattle","WA","98144","House","Entire home/apt","1","$99.00 ",2017-12-31T00:00:00.0000000,"100","10","10.95","30","353"
"3977450","North Beacon Hill","Seattle","WA","98144","House","Private room","1","$36.00 ",2017-12-31T00:00:00.0000000,"94","10","4.46","23","82"
"4374326","North Beacon Hill","Seattle","WA","98144","House","Private room","1","$37.00 ",2017-12-31T00:00:00.0000000,"95","9","3.14","21","352"
"7922663","Mount Baker","Seattle","WA","98144","House","Private room","1","$49.00 ",2017-12-31T00:00:00.0000000,"100","10","1","30","89"
"1606171","Seward Park","Seattle","WA","98118","Apartment","Private room","1","$38.00 ",2017-12-31T00:00:00.0000000,"93","10","6.04","21","354"
"1416763","Seward Park","Seattle","WA","98118","House","Entire home/apt","4","$150.00 ",2017-12-31T00:00:00.0000000,"90","9","0.95","30","365"
"5240694","Seward Park","Seattle","WA","98118","House","Entire home/apt","1","$115.00 ",2017-12-31T00:00:00.0000000,"95","10","1.86","30","365"
"7995944","Maple Leaf","Seattle","WA","98115","House","Entire home/apt","1","$90.00 ",2017-12-31T00:00:00.0000000,"96","9","5.91","17","352"
"7483750","Ravenna","Seattle","WA","98115","Bed & Breakfast","Private room","1","$63.00 ",2017-12-31T00:00:00.0000000,"94","9","9.7","16","345"
"9030929","Ravenna","Seattle","WA","98115","House","Private room","1","$35.00 ",2017-12-31T00:00:00.0000000,"97","10","3.53","10","38"
"7327623","Bryant","Seattle","WA","98105","Loft","Entire home/apt","1","$94.00 ",2017-12-31T00:00:00.0000000,"99","10","3.75","26","356"
"9494946","Capitol Hill","Seattle","WA","98102","Apartment","Entire home/apt","0","$69.00 ",2017-12-31T00:00:00.0000000,"70","7","2","2","337"
"3861673","Ballard","Seattle","WA","98117","House","Private room","1","$71.00 ",2017-12-31T00:00:00.0000000,"99","10","10.61","18","311"
"5183164","Meadowbrook","Seattle","WA","98125","House","Private room","1","$47.00 ",2017-12-31T00:00:00.0000000,"96","9","3.09","26","361"
"6018416","Ballard","Seattle","WA","98117","House","Entire home/apt","3","$350.00 ",2017-12-31T00:00:00.0000000,"100","10","1.87","1","263"
"8524565","Licton Springs","Seattle","WA","98103","House","Private room","1","$50.00 ",2017-12-31T00:00:00.0000000,"100","10","3.45","22","99"
"7665415","The Junction","Seattle","WA","98116","Apartment","Entire home/apt","2","$109.00 ",2017-12-31T00:00:00.0000000,"91","9","2.5","0","248"
"7873345","Stevens","Seattle","WA","98112","House","Shared room","1","$29.00 ",2017-12-31T00:00:00.0000000,"89","9","1.68","23","358"
"8131881","Stevens","Seattle","WA","98112","Apartment","Entire home/apt","1","$45.00 ",2017-12-31T00:00:00.0000000,"97","10","2.55","19","156"
"1432713","Stevens","Seattle","WA","98112","Apartment","Entire home/apt","1","$120.00 ",2017-12-31T00:00:00.0000000,"93","9","4.85","30","365"
"5304739","Broadview","Seattle","WA","98177","Apartment","Entire home/apt","2","$49.00 ",2017-12-31T00:00:00.0000000,"94","10","8.01","0","278"
"609701","Fremont","Seattle","WA","98107","Cabin","Entire home/apt","1","$85.00 ",2017-12-31T00:00:00.0000000,"98","10","5.57","25","307"
"2614387","Fremont","Seattle","WA","98103","House","Private room","1","$77.00 ",2017-12-31T00:00:00.0000000,"98","10","5.95","19","338"
"6881188","Ballard","Seattle","WA","98107","House","Entire home/apt","3","$375.00 ",2017-12-30T00:00:00.0000000,"96","9","3.75","28","363"
"3121829","Ballard","Seattle","WA","98107","House","Entire home/apt","3","$100.00 ",2017-12-30T00:00:00.0000000,"90","9","0.34","0","240"
"9374365","Ballard","Seattle","WA","98107","House","Private room","1","$35.00 ",2017-12-30T00:00:00.0000000,"97","10","3.96","12","326"
"63733","Ballard","Seattle","WA","98107","Apartment","Entire home/apt","1","$89.00 ",2017-12-30T00:00:00.0000000,"97","10","2.18","28","164"
"1820794","Queen Anne","Seattle","WA","98109","Apartment","Entire home/apt","0","$99.00 ",2017-12-30T00:00:00.0000000,"99","10","4.37","6","231"
"6707735","Wallingford","Seattle","WA","98103","Apartment","Entire home/apt","1","$110.00 ",2017-12-30T00:00:00.0000000,"97","9","6.57","0","267"
"9508386","Wallingford","Seattle","WA","98103","House","Entire home/apt","4","$245.00 ",2017-12-30T00:00:00.0000000,"100","10","1","26","354"
"703058","Wallingford","Seattle","WA","98103","House","Entire home/apt","2","$150.00 ",2017-12-30T00:00:00.0000000,"99","10","2.16","10","193"
"2033191","Green Lake","Seattle","WA","98103","Apartment","Entire home/apt","2","$180.00 ",2017-12-30T00:00:00.0000000,"100","10","2.76","14","346"
"7243974","Green Lake","Seattle","WA","98115","House","Entire home/apt","2","$140.00 ",2017-12-30T00:00:00.0000000,"100","10","1.01","0","153"
"910784","Minor","Seattle","WA","98122","House","Entire home/apt","2","$125.00 ",2017-12-30T00:00:00.0000000,"95","9","4.39","21","346"
"7717813","Madrona","Seattle","WA","98122","House","Entire home/apt","1","$130.00 ",2017-12-30T00:00:00.0000000,"98","10","2.6","23","358"
"7988337","University District","Seattle","WA","98105","Apartment","Entire home/apt","1","$115.00 ",2017-12-30T00:00:00.0000000,"97","9","3.44","26","357"
"4757025","Harrison/Denny-Blaine","Seattle","WA","98112","House","Entire home/apt","2","$168.00 ",2017-12-30T00:00:00.0000000,"100","10","6.92","5","150"
"3334052","Minor","Seattle","WA","98112","Apartment","Entire home/apt","0","$62.00 ",2017-12-30T00:00:00.0000000,"96","10","2.66","20","353"
"7859906","Minor","Seattle","WA","98122","House","Private room","1","$60.00 ",2017-12-30T00:00:00.0000000,"95","10","3.19","9","68"
"2593176","Minor","Seattle","WA","98122","House","Private room","1","$70.00 ",2017-12-30T00:00:00.0000000,"91","9","3.13","20","352"
"7344117","Minor","Seattle","WA","98122","Loft","Entire home/apt","2","$425.00 ",2017-12-30T00:00:00.0000000,"96","10","5.68","21","188"
"2612399","Madrona","Seattle","WA","98122","Loft","Entire home/apt","0","$79.00 ",2017-12-30T00:00:00.0000000,"99","10","3.12","6","292"
"3691288","Atlantic","Seattle","WA","98144","House","Entire home/apt","3","$163.00 ",2017-12-30T00:00:00.0000000,"100","10","2.83","14","288"
"8392661","Atlantic","Seattle","WA","98144","Apartment","Entire home/apt","0","$90.00 ",2017-12-30T00:00:00.0000000,"83","9","4.21","1","22"
"6187340","Atlantic","Seattle","WA","98144","Apartment","Entire home/apt","0","$70.00 ",2017-12-30T00:00:00.0000000,"100","10","2.79","2","3"
"1856970","Atlantic","Seattle","WA","98144","House","Private room","1","$70.00 ",2017-12-30T00:00:00.0000000,"97","10","7.75","30","362"
"4165387","Pike Place Market","Seattle","WA","98101","Apartment","Entire home/apt","2","$299.00 ",2017-12-30T00:00:00.0000000,"98","10","3.07","22","79"
"706385","Eastlake","Seattle","WA","98102","Apartment","Entire home/apt","1","$138.00 ",2017-12-30T00:00:00.0000000,"100","10","4.85","21","155"
"7249631","South Lake Union","Seattle","WA","98109","Apartment","Entire home/apt","1","$150.00 ",2017-12-30T00:00:00.0000000,"97","9","3.45","30","173"
"5760902","Belltown","Seattle","WA","98121","Apartment","Entire home/apt","0","$100.00 ",2017-12-30T00:00:00.0000000,"93","9","6.59","18","225"
"6658052","Belltown","Seattle","WA","98109","Apartment","Entire home/apt","1","$149.00 ",2017-12-30T00:00:00.0000000,"97","9","4.82","16","29"
"5019444","Belltown","Seattle","WA","98121","Apartment","Entire home/apt","0","$110.00 ",2017-12-30T00:00:00.0000000,"92","9","2.76","0","157"
"8487843","Belltown","Seattle","WA","98121","Apartment","Entire home/apt","0","$129.00 ",2017-12-30T00:00:00.0000000,"98","10","4","26","258"
"7347229","Belltown","Seattle","WA","98121","Apartment","Entire home/apt","1","$149.00 ",2017-12-30T00:00:00.0000000,"98","9","3.31","14","73"
